MUNICIPIO,SITIO
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
VILLAMARIA,VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
FLORENCIA (CT),CASAS DE HABITACION
FLORENCIA (CT),LOCAL COMERCIAL
PUERTO RICO,CARRETERA
AGUAZUL,VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
YOPAL (CT),CASAS DE HABITACION
YOPAL (CT),CASAS DE HABITACION
PATIA,VIAS PUBLICAS
POPAYAN (CT),CASAS DE HABITACION
POPAYAN (CT),"BARES, CANTINAS Y SIMILARES"
POPAYAN (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
EL CARMEN DE ATRATO,VIAS PUBLICAS
QUIBDO (CT),SOBRE ANDEN - VIA PUBLICA
QUIBDO (CT),VIAS PUBLICAS
CERETE,FINCAS Y SIMILARES
CERETE,VIAS PUBLICAS
MONTELIBANO,ESTADERO
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),"HOTELES, RESIDENCIAS, Y SIMILARES."
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ALMACENES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),RODANDO SOBRE VIA - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO ZONA INDUSTRIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ALMACENES
BOGOTA D.C. (CT),CENTRO COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
MAICAO,FRENTE A RESIDENCIAS - VIA PUBLICA
MAICAO,VIAS PUBLICAS
RIOHACHA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
LA PLATA,VIAS PUBLICAS
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),"COLEGIOS, ESCUELAS"
PITALITO,CASAS DE HABITACION
PITALITO,CASAS DE HABITACION
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),PLAYA
SANTA MARTA (CT),VIAS PUBLICAS
CUMARAL,FRENTE IGLESIA - VIA PUBLICA
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,LOCAL COMERCIAL
IPIALES,INTERIOR VEHICULO PARTICULAR
PASTO (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
PAMPLONA,VIAS PUBLICAS
MOCOA (CT),CASAS DE HABITACION
ARMENIA (CT),CASAS DE HABITACION
ARMENIA (CT),VIAS PUBLICAS
DOSQUEBRADAS,APARTAMENTO
PEREIRA (CT),CANCHA DE FUTBOL
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),CASAS DE HABITACION
BUCARAMANGA (CT),CASAS DE HABITACION
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BUCARAMANGA (CT),"BARES, CANTINAS Y SIMILARES"
FLORIDABLANCA,FRENTE A RESIDENCIAS - VIA PUBLICA
CAJAMARCA,CASAS DE HABITACION
ESPINAL,VIAS PUBLICAS
ESPINAL,VIAS PUBLICAS
ESPINAL,VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),CASAS DE HABITACION
MELGAR,CASAS DE HABITACION
MELGAR,CASAS DE HABITACION
BUENAVENTURA,CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),PUENTE PEATONAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CARTAGO,VIAS PUBLICAS
CARTAGO,VIAS PUBLICAS
CARTAGO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
CALDAS,VIAS PUBLICAS
GIRARDOTA,VIAS PUBLICAS
GUARNE,OFICINAS
ITAGUI,VIAS PUBLICAS
MEDELLIN (CT),UNIVERSIDADES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO PARTICULAR
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),CASINOS
PUERTO TRIUNFO,CASAS DE HABITACION
SAN PEDRO,FINCAS Y SIMILARES
SAN VICENTE,CASAS DE HABITACION
TARAZA,LOCAL COMERCIAL
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
SOLEDAD,VIAS PUBLICAS
CARTAGENA (CT),PLAYA
CARTAGENA (CT),PLAYA
TUNJA (CT),UNIVERSIDADES
CHINCHINA,VIAS PUBLICAS
MANIZALES (CT),CASAS DE HABITACION
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),CASAS DE HABITACION
MANIZALES (CT),VIAS PUBLICAS
PORE,VIAS PUBLICAS
TAURAMENA,VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
EL TAMBO,OFICINAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
AGUACHICA,CARRETERA
LA PAZ,VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),CASAS DE HABITACION
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
LA APARTADA,VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),VIAS PUBLICAS
ARBELAEZ,FRENTE A RESIDENCIAS - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 45
BOGOTA D.C. (CT),PARQUES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO AV. 39
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),SEMAFORO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),BUS TRANSMILENIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
FONSECA,VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
NEIVA (CT),LOCAL COMERCIAL
NEIVA (CT),VIAS PUBLICAS
PITALITO,VIAS PUBLICAS
PUEBLOVIEJO,PLAYA
SANTA MARTA (CT),LOCAL COMERCIAL
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),LOCAL COMERCIAL
ACACIAS,VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),EMPRESA
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),PELUQUERIA Y SIMILARES
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
IPIALES,VIAS PUBLICAS
IPIALES,INTERIOR VEHICULO PARTICULAR
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
SAN ANDRES DE TUMACO,VIAS PUBLICAS
TUQUERRES,FRENTE A RESIDENCIAS - VIA PUBLICA
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
ARMENIA (CT),OFICINAS
ARMENIA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
CIRCASIA,VIAS PUBLICAS
LA TEBAIDA,VIAS PUBLICAS
LA TEBAIDA,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,FRENTE A COLEGIO - VIA PUBLICA
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
BUCARAMANGA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BUCARAMANGA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
FLORIDABLANCA,VIAS PUBLICAS
FLORIDABLANCA,TALLERES MECANICA
FLORIDABLANCA,VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
ESPINAL,VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VEHICULO
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),"DROGUERIAS, FARMACIAS"
IBAGUE (CT),VIAS PUBLICAS
BUGALAGRANDE,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),SEMAFORO
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),INTERIOR VEHICULO SERVICIO PUBLICO
CALI (CT),VIAS PUBLICAS
CALI (CT),BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
BARBOSA,CARRETERA
BELLO,VIAS PUBLICAS
CAUCASIA,CASAS DE HABITACION
ENVIGADO,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),APARTAMENTO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
RIONEGRO,CENTRO COMERCIAL
SAN PEDRO,FINCAS Y SIMILARES
TAME,TIENDA
TAME,TIENDA
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),TRANSPORTE PUBLICO
BARRANQUILLA (CT),TRANSPORTE PUBLICO
SOLEDAD,VIAS PUBLICAS
CHIQUINQUIRA,CASAS DE HABITACION
SANTA ROSA DE VITERBO,VIAS PUBLICAS
SOGAMOSO,VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
NEIRA,VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
SAN VICENTE DEL CAGUAN,VIAS PUBLICAS
AGUAZUL,VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),BUS MEGABUS
TIMBIO,OFICINAS
AGUACHICA,VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),OFICINAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CLINICAS Y SIMILARES
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),BUS TRANSMILENIO
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PEPE SIERRA
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),BUS TRANSMILENIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL NORTE
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 63
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
GACHANCIPA,VIAS PUBLICAS
NILO,VIAS PUBLICAS
FONSECA,VIAS PUBLICAS
FONSECA,VEHICULO
MAICAO,VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
RIOHACHA (CT),VIAS PUBLICAS
GARZON,VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PITALITO,VIAS PUBLICAS
SANTA MARTA (CT),TRANSPORTE PUBLICO
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),SOBRE ANDEN - VIA PUBLICA
ABREGO,FINCAS Y SIMILARES
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
CALARCA,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
FLORIDABLANCA,INTERIOR VEHICULO PARTICULAR
SAN MARCOS,CASAS DE HABITACION
SINCELEJO (CT),ESTACIONES DE SERVICIO
SINCELEJO (CT),VIAS PUBLICAS
ESPINAL,VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
LIBANO,CASAS DE HABITACION
BUENAVENTURA,VIAS PUBLICAS
BUGALAGRANDE,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),SEMAFORO
CALI (CT),VIAS PUBLICAS
CALI (CT),LOCAL COMERCIAL
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
JAMUNDI,"COLEGIOS, ESCUELAS"
PRADERA,VIAS PUBLICAS
TULUA,FRENTE A RESIDENCIAS - VIA PUBLICA
BELLO,APARTAMENTO
BELLO,VIAS PUBLICAS
COPACABANA,VIAS PUBLICAS
ENVIGADO,PARQUEADERO
ITAGUI,VIAS PUBLICAS
JARDIN,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ESTACION DEL METRO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
RIONEGRO,OFICINAS
RIONEGRO,CENTRO COMERCIAL
RIONEGRO,PARQUEADERO
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VEHICULO
BARRANQUILLA (CT),VIAS PUBLICAS
CARTAGENA (CT),CASAS DE HABITACION
MAGANGUE,VIAS PUBLICAS
CHIQUINQUIRA,VIAS PUBLICAS
DUITAMA,CENTRO COMERCIAL
DUITAMA,VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),VIAS PUBLICAS
YOPAL (CT),CASAS DE HABITACION
YOPAL (CT),VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
AGUACHICA,VIAS PUBLICAS
AGUACHICA,VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
QUIBDO (CT),VIAS PUBLICAS
LORICA,VIAS PUBLICAS
MONTERIA (CT),LOCAL COMERCIAL
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SEMAFORO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),OFICINAS
