DIA,BARRIO
LUNES,CENTRAL DE ABASTOS
LUNES,LA AURORA
LUNES,CONUCOS
LUNES,ZAPAMANGA VI
LUNES,LOS ALARES
LUNES,ARGENTINA ANTIGUA
LUNES,MILLAN VARGAS
LUNES,SEVILLA
LUNES,SANTA CECILIA
LUNES,CENTRO
LUNES,ARADO PARTE ALTA
LUNES,LA SULTANA
LUNES,EL REFUGIO E19
LUNES,ATANASIO GIRARDOT E8
LUNES,LA LIBERTAD E10
LUNES,LA LIBERTAD E10
LUNES,SALOMIA E4
LUNES,EL GUABAL E10
LUNES,AGUACATAL E1
LUNES,LA MERCED E3
LUNES,LLANO VERDE E15
LUNES,JOSE M. MARROQUIN II E14
LUNES,SAN ANTONIO E3
LUNES,U.R. SANTIAGO DE CALI E19
LUNES,BELALCAZAR E9
LUNES,CALIMA E4
LUNES,SANTA FE E8
LUNES,SAN NICOLAS E3
LUNES,NAPOLES E18
LUNES,URB. COLSEGUROS E19
LUNES,LOS ROBLES E13
LUNES,ALFONSO B. ARAGON E14
LUNES,MENGA E2
LUNES,EL HOYO E3
LUNES,CHIPICHAPE E2
LUNES,LOS LAGOS E13
LUNES,CALLEJON BOQUEMO (23-S-2-1)
LUNES,URB. POBLADO CAMPESTRE (23-S-6-3)
LUNES,JOSE MARIA CABAL
LUNES,CENTRAL
LUNES,FRAY LUIS
LUNES,COLOMBIA
LUNES,ALAMEDA
LUNES,BELALCAZAR E25
MARTES,EL CONGOLO
MARTES,ASTURIAS
MARTES,LA CANDELARIA C-10
MARTES,NARANJAL C-11
MARTES,BARRIO COLOMBIA C-14
MARTES,LA CANDELARIA C-10
MARTES,LOPEZ DE MESA C-7
MARTES,CALLE NUEVA C-10
MARTES,LA CANDELARIA C-10
MARTES,LA CANDELARIA C-10
MARTES,PRADITO  S.A.P.
MARTES,ALTAMIRA C-7
MARTES,LA CANDELARIA C-10
MARTES,LOS ALPES C-16
MARTES,LA CANDELARIA C-10
MARTES,CORDOBA C-7
MARTES,CARIBE C-5
MARTES,LA CANDELARIA C-10
MARTES,LA CANDELARIA C-10
MARTES,LA CANDELARIA C-10
MARTES,VDA. EL UVITO S.C.
MARTES,CONQUISTADORES C-11
MARTES,LA CANDELARIA C-10
MARTES,PARQUE NORTE C-4
MARTES,BUENOS AIRES  C-9
MARTES,CAMPO AMOR C-15
MARTES,EL CHAGUALO C-10
MARTES,CARLOS E. RESTREPO C-11
MARTES,CALAZANS C-12
MARTES,CALAZANS C-12
MARTES,SAN BENITO C-10
MARTES,EL DIAMANTE C-7
MARTES,LA CANDELARIA C-10
MARTES,LOS COLORES C-11
MARTES,LOS BALSOS 1 C-14
MARTES,TRICENTENARIO C-5
MARTES,ESTACION VILLA C-10
MARTES,ESTACION VILLA C-10
MARTES,BARRIOS DE JESUS  C-9
MARTES,BUENOS AIRES  C-9
MARTES,VILLANUEVA C-10
MARTES,TOSCANA C-5
MARTES,LA ALAMEDA
MARTES,REBOLO
MARTES,LOS TRUPILLOS
MARTES,CIUDADELA METROPOLITANA
MARTES,BARRIO CENTRO
MARTES,CENTRO
MARTES,BARRIO LOS URAPANES
MARTES,SAN ANTONIO
MARTES,LIBORIO
MARTES,CENTRO
MARTES,URBANIZACION ALTAMIRA
MARTES,URBANIZACION ALTAMIRA
MARTES,LAS AVENIDAS
MARTES,NUEVA COLOMBIA
MARTES,CENTRO
MARTES,SAN JOSE
MARTES,BOSQUE
MARTES,BOSQUE
MARTES,ESMERALDA
MARTES,CGTO DE GUAMAL
MARTES,EL PRADO
MARTES,CIUDAD KENNEDY SUR   E-8
MARTES,FRANCISCO JOSE DE CALDASS   E-8
MARTES,OLAYA E-18
MARTES,BOSA CARBONEL II E-7
MARTES,ANTONIA SANTOS E-7
MARTES,GALERIAS E-13
MARTES,MURILLO TORO E-18
MARTES,ARBORIZADORA ALTA E-19
MARTES,LA RESURRECCION II E-18
MARTES,MINUTO DE DIOS E-10
MARTES,LUCERO ALTO E-19
MARTES,VERACRUZ E-3
MARTES,URB. SAN PATRICIO E-1
MARTES,SANTA ISABEL E-14
MARTES,PRADO VERANIEGO E-11
MARTES,TEUSAQUILLO E-13
MARTES,NAVARRA E-1
MARTES,CEDRO NORTE E-1
MARTES,TEUSAQUILLO E-13
MARTES,CATALUNHA E-2
MARTES,PATIO BONITO I E-8
MARTES,COUNTRY SUR E-18
MARTES,LAS FLORES E-11
MARTES,DIANA TURBAY E-18
MARTES,PARDO RUBIO E-2
MARTES,LA GAITANA E-11
MARTES,CHICO I E-2
MARTES,CIUDADEAL LA LIBERTAD II E-7
MARTES,BOCHICA E-10
MARTES,SAN JOSE SPRING E-11
MARTES,CLARET E-18
MARTES,TEUSAQUILLO E-13
MARTES,AEROPUERTO EL DORADO
MARTES,SAN JOSE DEL PRADO E-11
MARTES,SAN JOSE DEL PRADO E-11
MARTES,SAN JUSTINO E-18
MARTES,BELLAVISTA E-10
MARTES,EL PROGRESO E-14
MARTES,GRAN BRITALIA E-8
MARTES,LA PAZ E-18
MARTES,LAS MARGARITAS E-8
MARTES,LA LIBERTAD E-7
MARTES,EL TUNAL II E-6
MARTES,EL CENTENARIO E-18
MARTES,PIAMONTE E-7
MARTES,CHILACOS
MARTES,CENTRO
MARTES,CIUDAD VERDE
MARTES,5 DE DICIEMBRE
MARTES,SIMON BOLIVAR
MARTES,CENTRO
MARTES,LOS GUADUALES
MARTES,SAN MIGUEL ARCANGEL
MARTES,SAN ANTONIO
MARTES,QUINTA REAL
MARTES,URB. VILLA DEL CAMPO
MARTES,CENTRO
MARTES,CENTRO HISTORICO
MARTES,CUNDI
MARTES,HONDAS DEL CARIBE
MARTES,URBANIZACION CIUDAD DEL SOL
MARTES,CENTRO
MARTES,AY MI LLANURA
MARTES,LLANO LINDO
MARTES,LLANO LINDO
MARTES,ESTERO
MARTES,EL MANZANO
MARTES,CENTRO
MARTES,PARQUE BOLIVAR
MARTES,EMILIO BOTERO
MARTES,LUIS CARLOS GALAN
MARTES,SANTA MONICA
MARTES,BARRIO ATALAYA 1 ETAPA
MARTES,BARRIO QUINTA VELEZ
MARTES,BARRIO OLGA TERESA
MARTES,URBANIZACION LOS ESTORAQUES
MARTES,BARRIO AEROPUERTO
MARTES,BARRIO TOLEDO PLATA
MARTES,BARRIO TOLEDO PLATA
MARTES,CENTRO
MARTES,CENTRO
MARTES,PRADERA ALTA
MARTES,MARACAY
MARTES,BERLIN
MARTES,ALTAVISTA
MARTES,LORENA III
MARTES,SECTOR PUENTES DE LA 9A CON 12
MARTES,B. LINARES
MARTES,SECTOR CENTRO
MARTES,PROVENZA
MARTES,CABECERA DEL LLANO
MARTES,LA CONCORDIA
MARTES,ALARCON
MARTES,LAGOS II
MARTES,BOSQUE DEL PAYADOR
MARTES,EL RENACIMIENTO
MARTES,PIEDRA PINTADA PARTE ALTA
MARTES,CALARCA
MARTES,CENTRO
MARTES,CADIZ
MARTES,PICALENHA
MARTES,SAN PEDRO ALEJANDRINO
MARTES,GAITAN PARTE ALTA
MARTES,20 DE JULIO
MARTES,SAN PEDRO E3
MARTES,JOSE M. MARROQUIN II E14
MARTES,ALFONSO B. ARAGON E14
MARTES,ALFONSO LOPEZ I E7
MARTES,DIAMANTE E13
MARTES,VERSALLES E2
MARTES,POTRERO GRANDE E21
MARTES,CRISTOBAL COLON E10
MARTES,CHIPICHAPE E2
MARTES,SAN CAYETANO E3
MARTES,SAN CAYETANO E3
MARTES,LA CASILDA
MIERCOLES,LA CABANHA
MIERCOLES,ALTOS DE NIQUIA
MIERCOLES,LA CABANHA
MIERCOLES,NAVARRA
MIERCOLES,LA ALAMBRA
MIERCOLES,LAS VEGAS
MIERCOLES,VDA. SAN ESTEBAN
MIERCOLES,SANTA ANA
MIERCOLES,SANTA CRUZ
MIERCOLES,HORIZONTES
MIERCOLES,LA PLANTA
MIERCOLES,VILLANUEVA C-10
MIERCOLES,BOSTON C-10
MIERCOLES,LOS ALPES C-16
MIERCOLES,LA AGUACATALA C-14
MIERCOLES,ESTACION VILLA C-10
MIERCOLES,ESTADIO C-11
MIERCOLES,PRADO C-10
MIERCOLES,ESTACION VILLA C-10
MIERCOLES,LOS COLORES C-11
MIERCOLES,CORAZON DE JESUS C-10
MIERCOLES,GUAYABAL C-15
MIERCOLES,GUAYABAL C-15
MIERCOLES,AURES C-7
MIERCOLES,MANILA C-14
MIERCOLES,MORAVIA  C-4
MIERCOLES,TOSCANA C-5
MIERCOLES,LA CANDELARIA C-10
MIERCOLES,ALTAMIRA C-7
MIERCOLES,FATIMA C-16
MIERCOLES,FATIMA C-16
MIERCOLES,VILLANUEVA C-10
MIERCOLES,HECTOR ABAD GOMEZ C-5
MIERCOLES,MANRIQUE 2  C-3
MIERCOLES,ESTADIO C-11
MIERCOLES,PRADO C-10
MIERCOLES,CARIBE C-5
MIERCOLES,PEDREGAL C-6
MIERCOLES,BELEN C-16
MIERCOLES,VILLANUEVA C-10
MIERCOLES,PRADOS DE SABANETA
MIERCOLES,MORADITAS
MIERCOLES,MORADITAS
MIERCOLES,LA USA
MIERCOLES,CENTRO
MIERCOLES,LA VICTORIA
MIERCOLES,CIUDADELA 20 DE JULIO
MIERCOLES,BARRANQUILLITA
MIERCOLES,CENTRO
MIERCOLES,CENTRO
MIERCOLES,CENTRO
MIERCOLES,SAN JOSE
MIERCOLES,VILLA SAN PEDRO III
MIERCOLES,KENNEDY
MIERCOLES,CHAMBACU
MIERCOLES,EL PROGRESO
MIERCOLES,EL LAGUITO
MIERCOLES,BARRIO LA FUENTE
MIERCOLES,CENTENARIO
MIERCOLES,GUAYACANES
MIERCOLES,VILLA NATALIA
MIERCOLES,LA ESTRELLA
MIERCOLES,EL PORVENIR
MIERCOLES,CENTRO
MIERCOLES,EL CENTRO
MIERCOLES,SAN MARTIN
MIERCOLES,VDA SOMBRERILLO
MIERCOLES,ZARABANDA
MIERCOLES,SAN FERNANDO
MIERCOLES,LA ESMERALDA
MIERCOLES,LA ESMERALDA
MIERCOLES,LA ESMERALDA
MIERCOLES,CENTRO
MIERCOLES,CENTRO
MIERCOLES,MAREIGUA
MIERCOLES,CIUDADELA 450 ANHOS
MIERCOLES,VEREDA LA CEIBITA
MIERCOLES,LA CEIBA
MIERCOLES,GARZONES
MIERCOLES,CHAPINERO ALTO E-2
MIERCOLES,LA GAITANA E-11
MIERCOLES,RIO NEGRO NORTE E-12
MIERCOLES,CENTRO CIAL PLAZA AMERICAS E-8
MIERCOLES,CENTRO FONTIBON E-9
MIERCOLES,EL TUNAL II E-6
MIERCOLES,SANTA BIBIANA E-1
MIERCOLES,LA AURORA I SECTOR E-5
MIERCOLES,SANTA TERESA E-1
MIERCOLES,CHAPINERO CENTRAL E-2
MIERCOLES,SAN PABLO E-9
MIERCOLES,LA CASTELLANA E-12
MIERCOLES,LA ESPERANZA E-9
MIERCOLES,BOSA CARBONEL II E-7
MIERCOLES,EL CASTILLO E-8
MIERCOLES,RIO NEGRO NORTE E-12
MIERCOLES,OLAYA E-18
MIERCOLES,SANTA BARBARA E-1
MIERCOLES,SANTA INES E-3
MIERCOLES,EL PINAR E-11
MIERCOLES,QUINTA MUTIS E-12
MIERCOLES,SANTA FE E-14
MIERCOLES,SANTA TERESA E-1
MIERCOLES,EL MIRADOR E-10
MIERCOLES,SAN MARTIN E-3
MIERCOLES,VOTO NACIONAL E-14
MIERCOLES,BONANZA E-10
MIERCOLES,QUINTA CAMACHO E-2
MIERCOLES,VILLA LUZ E-10
MIERCOLES,LA SOLEDAD E-13
MIERCOLES,URB. PONTEVEDRA I SECTOR E-11
MIERCOLES,LA ESTACION E-7
MIERCOLES,LA URIBE E-1
MIERCOLES,LA CALLEJA E-1
MIERCOLES,SAN LUIS 20 DE JULIO E-4
MIERCOLES,PATIO BONITO I E-8
MIERCOLES,ABRAHAM LINCON E-6
MIERCOLES,LA AMISTAD E-7
MIERCOLES,CERROS DE ORIENTE E-18
MIERCOLES,URB. MARSELLA E-8
MIERCOLES,CHAPINERO CENTRAL E-2
MIERCOLES,VILLA DEL PRADO E-11
MIERCOLES,BARRANCAS E-1
MIERCOLES,SAN JOSE SUR E-18
MIERCOLES,CASTILLA REAL     E-8
MIERCOLES,CHAPINERO NORTE E-2
MIERCOLES,PIAMONTE E-7
MIERCOLES,MEISSEN E-19
MIERCOLES,CIUDAD KENNEDY CENTRAL E-8
MIERCOLES,MAGDALENA
MIERCOLES,MAICAITO
MIERCOLES,SAN FRANCISCO DE ASIS
MIERCOLES,LIBERTADOR
MIERCOLES,JORGE ELIECER GAITAN
MIERCOLES,JARDIN
MIERCOLES,ACODIS
MIERCOLES,VILLA BELLA
MIERCOLES,ALTOS DE BAHIA CONCHA
MIERCOLES,RODADERO TRADICIONAL
MIERCOLES,BAVARIA
MIERCOLES,JARDIN
MIERCOLES,URBANIZACION CIUDAD DEL SOL
MIERCOLES,SIMON BOLIVAR
MIERCOLES,SAN BENITO
MIERCOLES,SAN BENITO
MIERCOLES,BARZAL BAJO
MIERCOLES,PORFIA
MIERCOLES,BARZAL SUR
MIERCOLES,PLAYA RICA
MIERCOLES,PLAYA RICA
MIERCOLES,PLAYA RICA
MIERCOLES,AVENIDA PANAMERICANA
MIERCOLES,ANGANOY
MIERCOLES,LAS LUNAS
MIERCOLES,FATIMA
MIERCOLES,AV. SANTANDER
MIERCOLES,MERCEDARIO
MIERCOLES,AV. SANTANDER
MIERCOLES,CENTRO
MIERCOLES,BARRIO BUENOS AIRES
MIERCOLES,BARRIO LAS AMERICAS
MIERCOLES,BARRIO CENTRO
MIERCOLES,SECTOR LA POPA
MIERCOLES,SECTOR LA POPA
MIERCOLES,MILAN
MIERCOLES,LOS CEDROS
MIERCOLES,ESPERANZA GALICIA (CERRITOS)
MIERCOLES,PROVIVIENDA
MIERCOLES,PUEBLO NUEVO
MIERCOLES,CABECERA DEL LLANO
MIERCOLES,ALVAREZ
MIERCOLES,MEJORAS PUBLICAS
MIERCOLES,MEJORAS PUBLICAS
MIERCOLES,LA CONCORDIA
MIERCOLES,CHORRERAS DE DON JUAN
MIERCOLES,RICAURTE
MIERCOLES,PROVENZA
MIERCOLES,CENTRO
MIERCOLES,EL CARMEN I
MIERCOLES,LAGOS II
MIERCOLES,PRADOS DEL SUR
MIERCOLES,CASCO ANTIGUO DE FLORIDABLANCA
MIERCOLES,CANHAVERAL
MIERCOLES,PRIMERO DE MAYO
MIERCOLES,LA RIOJA
MIERCOLES,PUERTO MADERO
MIERCOLES,PARQUE LINEAL PLAYA
MIERCOLES,DIVINO NINHO
MIERCOLES,CIUDADELA UNIVERSITARIA
MIERCOLES,SECTOR COLEGIO LAS MERCEDES (TRONCAL)
MIERCOLES,LA VEGA
MIERCOLES,GAITAN PARTE ALTA
MIERCOLES,SAN SIMON PARTE ALTA
MIERCOLES,LAS PALMAS
MIERCOLES,SAN SIMON PARTE ALTA
JUEVES,VDA LAS GUACAS
MIERCOLES,NUEVA CASTILLA
MIERCOLES,BELEN
MIERCOLES,CENTRO
MIERCOLES,F8
MIERCOLES,EL SENA E5
MIERCOLES,MOJICA E15
MIERCOLES,SAN VICENTE E2
MIERCOLES,SAN VICENTE E2
MIERCOLES,SAN ANTONIO E3
MIERCOLES,CAMINO REAL - J BORRERO E19
MIERCOLES,SAN JOAQUIN E17
MIERCOLES,URB. TEQUENDAMA E19
MIERCOLES,URB. TEQUENDAMA E19
MIERCOLES,URB. TEQUENDAMA E19
MIERCOLES,LA FLORA E2
MIERCOLES,LA FLORA E2
MIERCOLES,SAN JUAN BOSCO E3
MIERCOLES,EL GRAN LIMONAR E17
MIERCOLES,SAN CAYETANO E3
MIERCOLES,SAN VICENTE E2
MIERCOLES,SULTANA BERLIN SAN FRANCISCO E4
MIERCOLES,LAS CEIBAS E7
MIERCOLES,SANTA FE E8
MIERCOLES,SIETE DE AGOSTO E7
MIERCOLES,SAN PEDRO E3
MIERCOLES,MIRAFLORES E19
MIERCOLES,SAN JOAQUIN E17
MIERCOLES,JOSE M. MARROQUIN II E14
MIERCOLES,SAN FERNANDO NUEVO E19
MIERCOLES,BENJAMIN HERRERA E8
MIERCOLES,CENTRO
MIERCOLES,JOSE MARIA CABAL
MIERCOLES,CIUDAD DEL CAMPO
MIERCOLES,SAJONIA
JUEVES,LAS VEGAS
JUEVES,ZONA CENTRO
JUEVES,LA BRUSELA
JUEVES,CENTRO
JUEVES,OLEODUCTO C-5
JUEVES,ESTADIO C-11
JUEVES,LA CANDELARIA C-10
JUEVES,LA CANDELARIA C-10
JUEVES,JARDIN BOTANICO  C-4
JUEVES,MANILA C-14
JUEVES,LOS ALPES C-16
JUEVES,BUENOS AIRES  C-9
JUEVES,LA AGUACATALA C-14
JUEVES,LA CANDELARIA C-10
JUEVES,BARRIO COLOMBIA C-14
JUEVES,SANTA FE C-15
JUEVES,GUAYAQUIL C-10
JUEVES,PRADO C-10
JUEVES,LOPEZ DE MESA C-7
JUEVES,SANTA MONICA C-12
JUEVES,SANTA MONICA C-12
JUEVES,GUAYABAL C-15
JUEVES,UNIVERSIDAD NACIONAL C-7
JUEVES,LA CANDELARIA C-10
JUEVES,BARRIO CAYCEDO C-9
JUEVES,SAN BENITO C-10
JUEVES,FATIMA C-16
JUEVES,FLORIDA NUEVA C-11
JUEVES,PRADO C-10
JUEVES,BARRIO COLON C-10
JUEVES,EL POBLADO
JUEVES,ALTOS DEL LIMON
JUEVES,ALTOS DEL PRADO
JUEVES,OLAYA
JUEVES,LAS NIEVES
JUEVES,MODERNO
JUEVES,SAN PEDRO
JUEVES,BARRIO CENTRAL
JUEVES,BARRIO CENTRO
JUEVES,BARRIO CENTRAL
JUEVES,VDA. CENTRO
JUEVES,BARRIO LOS CRISTALES
JUEVES,BARRIO SANTA RITA
JUEVES,EL CARMEN
JUEVES,EL CARMEN
JUEVES,BARRIO VILLAPILAR
JUEVES,CENTRO
JUEVES,ZONA INDUSTRIAL ENEA
JUEVES,FATIMA
JUEVES,SANTA LUCIA
JUEVES,CIUDADELA HABITACIONAL SIGLO XXI
JUEVES,LA CONSOLATA
JUEVES,EL REMANSO
JUEVES,VILLA CONSUELO
JUEVES,LA ESMERALDA
JUEVES,URB. CALDAS
JUEVES,VDA MANDIVA
JUEVES,SITIO A Y VIA PANAMERICANA
JUEVES,SITIO A Y VIA PANAMERICANA
JUEVES,MARIA EUGENIA BAJO
JUEVES,SANTA ROSA
JUEVES,LOS MUSICOS
JUEVES,EL CENTRO
JUEVES,NUEVA COLOMBIA
JUEVES,NUEVA COLOMBIA
JUEVES,EL DORADO
JUEVES,LA GRANJA
JUEVES,AURES II E-11
JUEVES,OLAYA E-18
JUEVES,SAN ANTONIO E-1
JUEVES,CENTRO ADMINISTRATIVO E-17
JUEVES,CASTILLA REAL     E-8
JUEVES,CHICO I E-2
JUEVES,POTRERITOS E-19
JUEVES,CASTILLA REAL     E-8
JUEVES,QUIROGA IHS ETAPA E-18
JUEVES,ANDES E-11
JUEVES,RICAURTE E-14
JUEVES,SAN DIEGO E-3
JUEVES,EL POA E-11
JUEVES,OLARTE E-7
JUEVES,SANTA BIBIANA E-1
JUEVES,URB. LA ALQUERIA E-16
JUEVES,PERDOMO E-19
JUEVES,LA CALLEJA E-1
JUEVES,CARVAJAL E-8
JUEVES,TOBERIN ORIENTAL E-1
JUEVES,MONTEVIDEO E-9
JUEVES,VILLA DEL RIO E-7
JUEVES,CHAPINERO NORTE E-2
JUEVES,PARDO RUBIO E-2
JUEVES,URB. SAN PATRICIO E-1
JUEVES,SANTA RITA E-4
JUEVES,CANDELARIA III-IV E-19
JUEVES,PIO XII E-8
JUEVES,QUIEBRA NEGRA
JUEVES,CHICO I E-2
JUEVES,LAS MARGARITAS E-8
JUEVES,PATIO BONITO I E-8
JUEVES,CHICO I E-2
JUEVES,SAN JORGE E-18
JUEVES,QUINTA CAMACHO E-2
JUEVES,JOSE EUSTACIO RIVERA
JUEVES,PRADO NORTE
JUEVES,COLMENAR ETAPA I
JUEVES,SANTA ISABEL
JUEVES,SANTA ISABEL
JUEVES,SANTA INES
JUEVES,VEREDA VERSALLES
JUEVES,CIUDAD LA EQUIDAD
JUEVES,CENTRO
JUEVES,MAMATOCO
JUEVES,CENTRO HISTORICO
JUEVES,CENTRO HISTORICO
JUEVES,MORICHAL
JUEVES,SAN JORGE
JUEVES,CENTRO
JUEVES,TORRES DE SAN JUAN
JUEVES,SAN MARCOS
JUEVES,VEREDA PISPIAN
JUEVES,MIRAMONTE
JUEVES,EDUARDO SANTOS
JUEVES,LOS ALAMOS
JUEVES,EL PILAR
JUEVES,CHAPAL
JUEVES,CAPUSIGRA
JUEVES,INEM
JUEVES,CENTRO
JUEVES,CENTRO
JUEVES,CENTRO
JUEVES,20 DE JULIO
JUEVES,JUANOY BAJO
JUEVES,JUANOY BAJO
JUEVES,CENTRO
JUEVES,AV. PANAMERICANA
JUEVES,BARRIO CHAPINERO
JUEVES,BARRIO CHAPINERO
JUEVES,BARRIO PARAMO
JUEVES,BARRIO SAN MIGUEL
JUEVES,BARRIO PALMERAS
JUEVES,BARRIO PRADOS DEL NORTE
JUEVES,BARRIO VALLE ESTHER
JUEVES,VEREDA LA PLAYA
JUEVES,EL NOGAL
JUEVES,SECTOR PARQUE VALENCIA
JUEVES,SANTA ELENA
JUEVES,SECTOR UNIVERSIDAD GRAN COLOMBIA
JUEVES,GUAYACANES
JUEVES,P.INDUSTRIAL D
JUEVES,CENTRO CUBA V-1
JUEVES,SECTOR PUENTES DE LA 9A CON 12
JUEVES,CAMPO HERMOSO
JUEVES,SAN ALONSO
JUEVES,SAN ALONSO
JUEVES,LA UNIVERSIDAD
JUEVES,CENTRO
JUEVES,URB. ESTORAQUES II
JUEVES,LA UNIVERSIDAD
JUEVES,SAN FRANCISCO
JUEVES,ANTONIA SANTOS
JUEVES,CENTRO
JUEVES,CENTRO
JUEVES,LA JUVENTUD
JUEVES,EL BOSQUE
JUEVES,CENFER
JUEVES,CONVIVIR
JUEVES,EL MIRADOR (AEROP.)
JUEVES,VILLA NAZARET
JUEVES,CENTRO
JUEVES,CENTRO
JUEVES,CENTRO
JUEVES,MORAVIA  C-4
JUEVES,AMERICA
JUEVES,GAITAN PARTE BAJA
JUEVES,JORDAN II ETAPA
JUEVES,VILLA MARIN
JUEVES,NUEVO ARMERO
JUEVES,COMPARTIR E21
JUEVES,EL BOSQUE E2
JUEVES,EL BOSQUE E2
JUEVES,EL REFUGIO E19
JUEVES,LOS LIBERTADORES E3
JUEVES,EL SENA E5
JUEVES,BOLIVARIANO E4
JUEVES,VERSALLES E2
JUEVES,TORRES DE CONFANDI E5
JUEVES,OBRERO E9
JUEVES,TERRON COLORADO E1
JUEVES,BENJAMIN HERRERA E8
JUEVES,EL GRAN LIMONAR E17
JUEVES,LOS LIBERTADORES E3
JUEVES,LA ESTRELLA
JUEVES,JOSE MARIA CABAL
JUEVES,RIO CLARO (24-S-02)
JUEVES,CORREGIMIENTO LA DOLORES
VIERNES,VDA. TABLAZO HATILLO
VIERNES,ZONA CENTRO
VIERNES,PARIS CENTRAL
VIERNES,CIUDAD NIQUIA
VIERNES,PLAYA RICA
VIERNES,CORAZON DE JESUS C-10
VIERNES,ESTADIO C-11
VIERNES,EL VELODROMO C-11
VIERNES,FLORENCIA C-5
VIERNES,EL POBLADO C-14
VIERNES,LA CANDELARIA C-10
VIERNES,MANRIQUE 2  C-3
VIERNES,GUAYAQUIL C-10
VIERNES,MANILA C-14
VIERNES,LA CANDELARIA C-10
VIERNES,LA LOMA DE LOS BERNAL C-16
VIERNES,ROBLEDO C-7
VIERNES,SAN JAVIER 1 C-13
VIERNES,ESTACION VILLA C-10
VIERNES,GUAYAQUIL C-10
VIERNES,ESTADIO C-11
VIERNES,BOSTON C-10
VIERNES,TRINIDAD C-15
VIERNES,TRICENTENARIO C-5
VIERNES,FATIMA C-16
VIERNES,PARQUE NORTE C-4
VIERNES,VILLANUEVA C-10
VIERNES,CAMPO AMOR C-15
VIERNES,VILLANUEVA C-10
VIERNES,LA CANDELARIA C-10
VIERNES,SAN JAVIER 1 C-13
VIERNES,SAN JOAQUIN C-11
VIERNES,LA CANDELARIA C-10
VIERNES,SIMON BOLIVAR C-12
VIERNES,CARIBE C-5
VIERNES,BARRIO COLON C-10
VIERNES,GUAYAQUIL C-10
VIERNES,SAN DIEGO C-10
VIERNES,SUCRE
VIERNES,ALTOS DE RIOMAR
VIERNES,SILENCIO
VIERNES,LA UNION
VIERNES,CENTRO
VIERNES,VILLA ESTADIO I
VIERNES,EL RECREO
VIERNES,BARRIO SUAMUX
VIERNES,CENTRO
VIERNES,CENTRO
VIERNES,FATIMA
VIERNES,VIA PAUJIL-MONTANHITA
VIERNES,URBANIZACION ALTAMIRA
VIERNES,SIETE DE AGOSTO
VIERNES,SAN MATEO
VIERNES,SAN MATEO
VIERNES,CIUDADELA EL CARMEN
VIERNES,PRIMERO DE MAYO
VIERNES,TULCAN
VIERNES,CENTRO
VIERNES,VDA EL TUNEL
VIERNES,EL RECREO
VIERNES,NANDO MARIN
VIERNES,ALAMEDA REYES
VIERNES,SANTO DOMINGO
VIERNES,CGTO EL CHIQUI
VIERNES,20 DE JULIO
VIERNES,TEUSAQUILLO E-13
VIERNES,LA PORCIUNCULA E-2
VIERNES,LOMBARDIA II E-11
VIERNES,CHICO NORTE II E-2
VIERNES,QUINTA CAMACHO E-2
VIERNES,BANDERAS E-8
VIERNES,ANTIGUO COUNTRY E-2
VIERNES,LAS AGUAS E-3
VIERNES,LAS NIEVES E-3
VIERNES,LAS NIEVES E-3
VIERNES,NUEVO MUZO II SECTOR I ETAPA E-6
VIERNES,VEINTE DE JULIO E-4
VIERNES,BARRANCAS E-1
VIERNES,VILLAS DE GRANADA E-10
VIERNES,BOSA CENTRO E-7
VIERNES,MODELIA E-9
VIERNES,CIUDAD JARDIN E-11
VIERNES,EL PROGRESO E-14
VIERNES,SAN PEDRO LOS ROBLES E-9
VIERNES,SAN JOSE E-9
VIERNES,VEINTE DE JULIO E-4
VIERNES,BUENOS AIRES E-4
VIERNES,OLARTE E-7
VIERNES,URB. MADELENA I Y II SECTOR E-19
VIERNES,VEINTE DE JULIO E-4
VIERNES,BRAVO PAEZ E-18
VIERNES,URB. SANTANDER E-15
VIERNES,QUIROGA VII ETAPA E-18
VIERNES,LA FAVORITA E-14
VIERNES,PERDOMO ALTO E-19
VIERNES,EL ESPARTILLAL E-2
VIERNES,NUEVA GRANADA E-7
VIERNES,GRAN BRITALIA E-8
VIERNES,EL TINTAL E-8
VIERNES,URB. CLARET EL CARMEN E-6
VIERNES,RESTREPO E-15
VIERNES,SAN ISIDRO E-4
VIERNES,LOS CEDRITOS E-1
VIERNES,PRADO VERANIEGO E-11
VIERNES,COLINA LINDA E-11
VIERNES,URB. MADELENA I Y II SECTOR E-19
VIERNES,SANTA TERESITA E-13
VIERNES,GRAN BRITALIA E-8
VIERNES,SAN CRISTOBAL NORTE E-1
VIERNES,CIUDAD BERNA E-15
VIERNES,POLICARPA SALAVARRIETA E-15
VIERNES,GALERIAS E-13
VIERNES,PUENTE GRANDE E-9
VIERNES,EL CAIRO
VIERNES,SANTANDER
VIERNES,EL CENTRO
VIERNES,JOSE ARNOLDO MARIN
VIERNES,CENTRO
VIERNES,LOS COLORES
VIERNES,ALVARO SANCHEZ SILVA
VIERNES,TIMANCO
VIERNES,VENTILADOR
VIERNES,JARDIN
VIERNES,CIUDADELA 29 DE JULIO
VIERNES,LIBERTADOR
VIERNES,CENTRO
VIERNES,7 DE AGOSTO
VIERNES,GUATAPE
VIERNES,OLIMPICO
VIERNES,VILLA BOLIVAR
VIERNES,SAN FERNANDO
VIERNES,PLAYA RICA
VIERNES,EL NOGAL
VIERNES,SANTA MONICA
VIERNES,LORENZO
