FECHA,BARRIO
ABRIL,LAS AGUAS E-3
ABRIL,PARQUE EL TUNAL E-6
ABRIL,LA CANDELARIA E-17
ABRIL,VEINTE DE JULIO E-4
ABRIL,LAS AMERICAS E-8
ABRIL,GORGONZOLA E-16
ABRIL,SANTA BARBARA CENTRAL E-1
ABRIL,EL RETIRO E-2
ABRIL,PUENTE GRANDE E-9
ABRIL,SANTA FE E-14
ABRIL,EL RETIRO E-2
ABRIL,PIAMONTE E-7
ABRIL,QUINTA RAMOS E-4
ABRIL,ARMENIA E-13
ABRIL,LA CALLEJA E-1
ABRIL,SAN JORGE E-18
ABRIL,TEQUENDAMA   E-8
ABRIL,VENECIA E-6
ABRIL,CIUDAD SALITRE E-9
ABRIL,SAN BERNARDINO E-7
ABRIL,JORGE GAITAN CORTES E-16
ABRIL,NORMANDIA E-10
ABRIL,CENTRO
ABRIL,URB. MAJAYURA I ETAPA
ABRIL,MIRA RIO ETAPA I
ABRIL,MIRA RIO ETAPA I
ABRIL,ESTADIO DE FUTBOL
ABRIL,LOS ALMENDROS
ABRIL,VILLA COLOMBIA
ABRIL,CENTRO
ABRIL,PASTRANA
ABRIL,BALCONES DEL LIBERTADOR
ABRIL,MARIA EUGENIA
ABRIL,SAN ANTONIO
ABRIL,7 DE AGOSTO
ABRIL,MACARENA
ABRIL,MACARENA
ABRIL,LA ESPERANZA
ABRIL,AV. CHAMPAGNAT
ABRIL,LA AURORA
ABRIL,AV. LAS AMERICAS
ABRIL,LAS CUADRAS
ABRIL,BARRIO LA PLAYA
ABRIL,LAS COLINAS
ABRIL,PARQUE PRINCIPAL
ABRIL,BERLIN
ABRIL,EL ESTADIO
ABRIL,COROCITO
ABRIL,COROCITO
ABRIL,SECTOR GALERIA CENTRAL
ABRIL,BARRIO SARIE BAY
ABRIL,PROVENZA
ABRIL,LA SALLE
ABRIL,GRANADA
ABRIL,URB. CIUDAD BOLIVAR
ABRIL,PROVENZA
ABRIL,CENTRO
ABRIL,CASCO ANTIGUO DE FLORIDABLANCA
ABRIL,URB. TORRES DE SEVILLA
ABRIL,PORTAL CAMPESTRE
ABRIL,VILLA DE DON JUAN I
ABRIL,BOGOTA
ABRIL,LAS CANARIAS
ABRIL,PRADOS DEL NORTE
ABRIL,PRADOS DEL NORTE
ABRIL,NUEVO ARMERO
ABRIL,BELEN
ABRIL,PIJAO
ABRIL,LA GAVIOTA
ABRIL,JORDAN II ETAPA
ABRIL,EL SALADO
ABRIL,MIROLINDO
ABRIL,VILLA DEL SOL
ABRIL,JORDAN IV ETAPA
ABRIL,LAS ACACIAS E10
ABRIL,PRIMAVERA E11
ABRIL,SAN LUIS II E6
ABRIL,LOS NARANJOS II E14
ABRIL,PROMOCIONES POPULARES E14
ABRIL,JOSE M. MARROQUIN II E14
ABRIL,LOS LAGOS E13
ABRIL,EL PILOTO E3
ABRIL,EL PRADO E11
ABRIL,LOS LAGOS E13
ABRIL,GRANADA E2
ABRIL,COMPARTIR E21
ABRIL,GRANADA E2
ABRIL,SAN FERNANDO NUEVO E19
ABRIL,SAN FERNANDO NUEVO E19
ABRIL,EL INGENIO E17
ABRIL,UNID. A GALINDO PLAZA TOROS E19
ABRIL,UNID. A GALINDO PLAZA TOROS E19
ABRIL,LAS DELICIAS E4
ABRIL,ALAMEDA E9
ABRIL,LILI E17
ABRIL,EL RETIRO E15
ABRIL,CORR. SANJON HONDO
ABRIL,RICAUTE
ABRIL,LIBERTADORES
ABRIL,EL PRINCIPE
ABRIL,SAN RAFAEL
ABRIL,LA MILAGROSA
ABRIL,NIQUIA CAMACOL
ABRIL,ALTOS DE NIQUIA
ABRIL,MACHADO
ABRIL,JUAN XXIII
ABRIL,AUTOPISTA MEDELLIN-BOGOTA
ABRIL,SAN FRANCISCO
ABRIL,ANCON
ABRIL,PRADO C-10
ABRIL,LA CANDELARIA C-10
ABRIL,CARIBE C-5
ABRIL,GIRARDOT C-5
ABRIL,CASTILLA C-5
ABRIL,CONQUISTADORES C-11
ABRIL,CARIBE C-5
ABRIL,GUAYAQUIL C-10
ABRIL,SAN LORENZO  S.A.P.
ABRIL,ALFONSO LOPEZ C-5
ABRIL,VDA. BELLAVISTA S.C.
ABRIL,BOSTON C-10
ABRIL,EL CHAGUALO C-10
ABRIL,BOLIVARIANA C-11
ABRIL,GIRARDOT C-5
ABRIL,PRADO C-10
ABRIL,ESTADIO C-11
ABRIL,BARRIO CRISTOBAL C-12
ABRIL,EL PORVENIR
ABRIL,EL PORVENIR
ABRIL,VIRGEN DEL CARMEN
ABRIL,CIUDAD JARDIN
ABRIL,LAS MALVINAS
ABRIL,BUENA ESPERANZA
ABRIL,LAS PALMAS
ABRIL,CENTRO
ABRIL,NARINHO
ABRIL,SECTOR LA HOYO
ABRIL,BARRIO EL CURUBAL
ABRIL,BARRIO EL CURUBAL
ABRIL,BARRIO EL CURUBAL
ABRIL,BARRIO EL CURUBAL
ABRIL,BARRIO EL CURUBAL
ABRIL,BARRIO EL CURUBAL
ABRIL,BARRIO EL CURUBAL
ABRIL,BARRIO EL CURUBAL
ABRIL,BARRIO LOS CRISTALES
ABRIL,CRISTO REY
ABRIL,CRISTO REY
ABRIL,BETANIA
ABRIL,CIRCACIA
ABRIL,SAN FRANCISCO
ABRIL,BURECHITO
ABRIL,VILLA LUCIA
ABRIL,LA FLORESTA
ABRIL,INV. NUEVO MILENIO
ABRIL,LA UNION
ABRIL,LICEO
ABRIL,ALFONSO LOPEZ
ABRIL,CENTRO
ABRIL,12 DE OCTUBRE
ABRIL,CENTRO
ABRIL,7 DE AGOSTO
ABRIL,DANGON
ABRIL,COSTA DE ORO
ABRIL,VOTO NACIONAL E-14
ABRIL,SANTA ISABEL E-14
ABRIL,SANTA ISABEL SUR E-14
ABRIL,PIO X KENNEDY E-8
ABRIL,CARVAJAL E-8
ABRIL,CEDRO SALAZAR E-1
ABRIL,CARVAJAL E-8
ABRIL,CHAPINERO CENTRAL E-2
ABRIL,EL RODEO E-4
ABRIL,LA CALLEJA E-1
ABRIL,PORTALES DEL NORTE E-11
ABRIL,CHAPINERO CENTRAL E-2
ABRIL,CIUDAD BOGOTA E-19
ABRIL,URB. MIRANDELA E-11
ABRIL,NUEVO HORIZONTE E-1
ABRIL,SAN VICTORINO E-3
ABRIL,BANDERAS E-8
ABRIL,BELLA SUIZA E-1
ABRIL,CHICO I E-2
ABRIL,SAN JOSE SPRING E-11
ABRIL,CENTRO ADMINISTRATIVO E-17
ABRIL,CHICO NORTE I E-2
ABRIL,LAURELES LA ESTACION E-7
ABRIL,VILLA MAYOR E-15
ABRIL,LAS NIEVES E-3
ABRIL,LOS NARANJOS E-7
ABRIL,SANTIAGO DE LAS ATALAYAS E-7
ABRIL,CHAPINERO CENTRAL E-2
ABRIL,CHAPINERO ALTO E-2
ABRIL,CASTILLA LA NUEVA E-8
ABRIL,QUIROGA IHS ETAPA E-18
ABRIL,VILLA HERMOSA E-11
ABRIL,SANTA MATILDE I SECTOR E-16
ABRIL,BELLA VISTA SUR E-4
ABRIL,LUCERO BAJO E-19
ABRIL,LOMA FRESCA
ABRIL,CIUDADELA EL DIVI DIVI
ABRIL,JORGE PEREZ
ABRIL,LOS CAMBULOS
ABRIL,EL PROGRESO
ABRIL,PRIMERO DE MAYO
ABRIL,PRIMERO DE MAYO
ABRIL,PRIMERO DE MAYO
ABRIL,GUALANDAY ETAPA I
ABRIL,PORVENIR
ABRIL,CIUDAD LABOYOS
ABRIL,MADELENA
ABRIL,OLIVO
ABRIL,OLIVO
ABRIL,OLIVO
ABRIL,SAN FRANCISCO
ABRIL,TAGANGA
ABRIL,SIMON BOLIVAR
ABRIL,TORRES DE SAN JUAN
ABRIL,JORDAN
ABRIL,EL DARIEN
ABRIL,VILLA JULIA
ABRIL,CALLE EL SOL
ABRIL,SENDOYA
ABRIL,AVENIDA COLOMBIA NORMANDIA
ABRIL,CENTRO
ABRIL,VILLA FLOR I
ABRIL,ESTADIO LIBERTAD
ABRIL,BARRIO SAN LUIS
ABRIL,BARIO LA RIVIERA
ABRIL,BARRIO ZULIMA
ABRIL,BARRIO GUAIMARAL
ABRIL,BARRIO SIETE DE AGOSTO
ABRIL,BARRIO CUNDINAMARCA
ABRIL,BARRIO SAN IGNACIO
ABRIL,BARRIO SANTANDER
ABRIL,BARRIO SANTANDER
ABRIL,LA FLORESTA
ABRIL,COOPERATIVO
ABRIL,LA PRADERA
ABRIL,EL PROGRESO
ABRIL,CORREGIMIENTO SAN CLEMENTE
ABRIL,SECTOR PLAZA DE BOLIVAR
ABRIL,SAN JOAQUIN
ABRIL,CUBA V-8
ABRIL,SECTOR PUENTES DE LA 9A CON 12
ABRIL,MONSERRATE
ABRIL,PARQUE OLAYA HERRERA
ABRIL,INTERMEDIO (V/SANTANA)
ABRIL,AMERICA
ABRIL,BARRIO LA PAZ
ABRIL,PERRY HILL
ABRIL,MARIA EUGENIA
ABRIL,MIRADORES DEL CACIQUE
ABRIL,MIRAFLORES
ABRIL,REGADERO NORTE
ABRIL,LA AURORA
ABRIL,LA JUVENTUD
ABRIL,LA SALLE
ABRIL,TERRAZAS
ABRIL,LA VICTORIA
ABRIL,EL RECREO
ABRIL,CARACOLI
ABRIL,EL PARAISO
ABRIL,VILLA  MADY
ABRIL,LA ESPERANZA
ABRIL,PABLO VI
ABRIL,LIBERTADOR
ABRIL,ESTACION
ABRIL,LAS FERIAS
ABRIL,AMBALA
ABRIL,JARDIN I ETAPA
ABRIL,VRDA. LA MATA
ABRIL,EVARISTO GARCIA E4
ABRIL,CUARTO LEGUA - GUADALUPE E19
ABRIL,SUCRE E9
ABRIL,CHIPICHAPE E2
ABRIL,VALLE GRANDE E21
ABRIL,SIETE DE AGOSTO E7
ABRIL,LOS LAGOS E13
ABRIL,SAN VICENTE E2
ABRIL,SUCRE E9
ABRIL,VERSALLES E2
ABRIL,LAUREANO GOMEZ E15
ABRIL,LILI E17
ABRIL,SAN FERNANDO VIEJO E19
ABRIL,PRADOS DEL NORTE E2
ABRIL,ANTONIO NARINHO E16
ABRIL,PRADOS DE ORIENTE E11
ABRIL,VILLACOLOMBIA E8
ABRIL,LA RIVERA I E6
ABRIL,LAS DELICIAS E4
ABRIL,BELALCAZAR E9
ABRIL,VERSALLES E2
ABRIL,URB. TEQUENDAMA E19
ABRIL,BUENOS AIRES E18
ABRIL,SAN PASCUAL E3
ABRIL,SAN PEDRO CLAVER E11
ABRIL,SANTA MONICA RESIDENCIAL E2
ABRIL,SAN ANTONIO
ABRIL,VIA LA UNION - VERSALLES
ABRIL,VIA LA UNION - VERSALLES
ABRIL,CIUDAD DEL CAMPO
ABRIL,LORETO
ABRIL,SIMON BOLIVAR
ABRIL,CIUDAD NIQUIA
ABRIL,LA CABANHA
ABRIL,MARIA CANO
ABRIL,ALCALA
ABRIL,EL PORTAL
ABRIL,LA CANCHA
ABRIL,PLAYA RICA
ABRIL,MORAVIA  C-4
ABRIL,LOS BALSOS 1 C-14
ABRIL,LA CANDELARIA C-10
ABRIL,LA CANDELARIA C-10
ABRIL,SURAMERICANA C-11
ABRIL,SURAMERICANA C-11
ABRIL,EL CHAGUALO C-10
ABRIL,EL NOGAL. LOS ALMENDROS C-16
ABRIL,LA CANDELARIA C-10
ABRIL,ESTACION VILLA C-10
ABRIL,BARRIO CAYCEDO C-9
ABRIL,MORAVIA  C-4
ABRIL,NARANJAL C-11
ABRIL,PRADO C-10
ABRIL,LA MOTA C-16
ABRIL,EL CHAGUALO C-10
ABRIL,BOSTON C-10
ABRIL,LA AGUACATALA C-14
ABRIL,LA CANDELARIA C-10
ABRIL,LAURELES C-11
ABRIL,ROSALES C-16
ABRIL,EL CARMELO I
ABRIL,SIMON BOLIVAR
ABRIL,MEZOLANDIA
ABRIL,COSTA HERMOSA
ABRIL,BARRIO PRADOS DEL SUR
ABRIL,BARRIO CENTRO
ABRIL,SUCRE
ABRIL,BARRIO CENTRO
ABRIL,BARRIO LA NIEVES
ABRIL,SAN SEBASTIAN
ABRIL,CENTRO
ABRIL,EL CENTRO
ABRIL,PROVIVIENDA
ABRIL,PANDIGUANDO
ABRIL,PRADOS DEL NORTE
ABRIL,LUIS A ROBLES
ABRIL,CIUDADELA 450 ANHOS
ABRIL,MIS ESFUERZOS
ABRIL,P-5
ABRIL,EL DORADO
ABRIL,CIUDAD SALITRE II E-13
ABRIL,LA VERACRUZ E-3
ABRIL,LA EUROPA E-10
ABRIL,SUCRE E-2
ABRIL,SANTA TERESITA E-13
ABRIL,LA ESPANHOLA E-10
ABRIL,AURES II E-11
ABRIL,BOSQUE POPULAR E-10
ABRIL,BOSQUE POPULAR E-10
ABRIL,LA MAGDALENA E-13
ABRIL,BRASILIA I SECTOR E-8
ABRIL,CIUDAD KENNEDY CENTRAL E-8
ABRIL,URB. CARIMAGUA I SECTOR E-8
ABRIL,CIUDAD KENNEDY CENTRAL E-8
ABRIL,NORMANDIA II SECTOR E-10
ABRIL,CIUDAD KENNEDY SUR   E-8
ABRIL,VEINTE DE JULIO E-4
ABRIL,PABLO VI E-13
ABRIL,ALFONSO LOPEZ E-5
ABRIL,EL TROPEZON E-7
ABRIL,PALOQUEMAO E-14
ABRIL,TEUSAQUILLO E-13
ABRIL,TEUSAQUILLO E-13
ABRIL,SALAMANCA E-9
ABRIL,BARRIOS UNIDOS E-12
ABRIL,BELLA SUIZA E-1
ABRIL,CARVAJAL E-8
ABRIL,PALERMO E-13
ABRIL,EL TROPEZON E-7
ABRIL,PATIO BONITO I E-8
ABRIL,LA COLMENA E-4
ABRIL,SAN LUIS 20 DE JULIO E-4
ABRIL,VISION DE COLOMBIA E-8
ABRIL,CHAPINERO ALTO E-2
ABRIL,BOLIVIA E-10
ABRIL,GRAN GRANADA E-10
ABRIL,SAN ISIDRO E-4
ABRIL,JOSE JOAQUIN VARGAS E-12
ABRIL,SANTA TERESITA E-13
ABRIL,PARQUE NACIONAL E-3
ABRIL,RICAURTE E-14
ABRIL,BACHUE E-10
ABRIL,SAN JOSE SUR E-18
ABRIL,URB. MADELENA I Y II SECTOR E-19
ABRIL,LA FISCALA E-5
ABRIL,CHAPINERO CENTRAL E-2
ABRIL,PATIO BONITO I E-8
ABRIL,SAN DIEGO E-3
ABRIL,PUENTE LARGO E-11
ABRIL,MARLY E-2
ABRIL,SANTA FE E-14
ABRIL,CHAPINERO CENTRAL E-2
ABRIL,QUINTA CAMACHO E-2
ABRIL,NUEVA GRANADA II SECTOR E-7
ABRIL,GALAN E-16
ABRIL,UNICENTRO E-1
ABRIL,LA CHUCUA NORTE E-11
ABRIL,ALHAMBRA SECTOR NORTE E-11
ABRIL,POLO CLUB E-12
ABRIL,PIAMONTE E-7
ABRIL,LOURDES E-2
ABRIL,LOS GIRASOLES
ABRIL,MAGDALENA
ABRIL,VILLA JARDIN
ABRIL,SEVILLA
ABRIL,CENTRO
ABRIL,MONSERRATE
ABRIL,CENTRO
ABRIL,TUQUILA
ABRIL,LA GAITANA
ABRIL,CALAMO
ABRIL,PARAISO
ABRIL,CENTRO (C-1)
ABRIL,CENTRO (C-1)
ABRIL,URB. ALAMEDA (C-3)
ABRIL,CISNE
ABRIL,VILLA BELLA
ABRIL,LA INDEPENDENCIA
ABRIL,ANTONIO V/CIO
ABRIL,JORDAN
ABRIL,ESTERO
ABRIL,ESTERO
ABRIL,MANANTIAL
ABRIL,GAVIOTAS
ABRIL,SAN CARLOS
ABRIL,CENTRO
ABRIL,BARZAL ALTO
ABRIL,LAS MERCEDES
ABRIL,LORENZO
ABRIL,FATIMA
ABRIL,FATIMA
ABRIL,BARRIO CARORA
ABRIL,CANCHAS SITETICAS CAMP NOU
ABRIL,VDA. GAITAN
ABRIL,SECTOR PARQUE LA LIBERTAD
ABRIL,SECTOR PUENTES DE LA 9A CON 12
ABRIL,P.INDUSTRIAL A
ABRIL,MAYORCA
ABRIL,EL CENTRO
ABRIL,LA UNIVERSIDAD
ABRIL,MEJORAS PUBLICAS
ABRIL,TOLEDO PLATA
ABRIL,SANTA ANA
ABRIL,ESCOFLOR
ABRIL,VDA. VERICUTE
ABRIL,CANHAVERAL PLAZA
ABRIL,ELOY VALENZUELA
ABRIL,VDA. EL VOLADOR
ABRIL,11 DE NOVIEMBRE
ABRIL,DIVINO  SALVADOR
ABRIL,URB. CENTRAL
ABRIL,LA PAZ
ABRIL,INTERLAKEN
ABRIL,MODELIA
ABRIL,RESERVAS DEL JARDIN
ABRIL,LA ESPERANZA
ABRIL,MOJICA E15
ABRIL,REPUBLICA ISRAEL E16
ABRIL,EL PENHON E3
ABRIL,SILOE E20
ABRIL,VILLA DEL SUR E11
ABRIL,CALIMA E4
ABRIL,MOJICA E15
ABRIL,LILI E17
ABRIL,LAS DELICIAS E4
ABRIL,PASO DEL COMERCIO E6
ABRIL,BUENOS AIRES E18
ABRIL,SAN NICOLAS E3
ABRIL,VILLACOLOMBIA E8
ABRIL,VILLACOLOMBIA E8
ABRIL,CENTRO
ABRIL,VIA JAMUNDI/POTRERITO/RIO CLARO E24
ABRIL,FATIMA
ABRIL,SAN CAYETANO
ABRIL,CIUDAD DEL CAMPO
ABRIL,VERSALLES
ABRIL,ALFONSO LOPEZ
ABRIL,DOCE DE OCTUBRE
ABRIL,URIBE E25
ABRIL,GAITAN
ABRIL,CENTRAL
ABRIL,SALENTO
ABRIL,SANTANDER
ABRIL,ZONA CENTRO
ABRIL,BOMBONA 1 C-10
ABRIL,LA CANDELARIA C-10
ABRIL,LA CANDELARIA C-10
ABRIL,SURAMERICANA C-11
ABRIL,NUEVA VILLA DE ABURRA C-16
ABRIL,ROBLEDO C-7
ABRIL,EL POBLADO C-14
ABRIL,CENTRO ADMINISTRATIVO C-10
ABRIL,LA CANDELARIA C-10
ABRIL,LA CANDELARIA C-10
ABRIL,MANRIQUE 2  C-3
ABRIL,JESUS NAZARENO C-10
ABRIL,SANTO DOMINGO  2 C-1
ABRIL,LA CANDELARIA C-10
ABRIL,LAURELES C-11
ABRIL,ALEJANDRO ECHAVARRIA  C-9
ABRIL,LAS PALMAS C-10
ABRIL,TRICENTENARIO C-5
ABRIL,LA CANDELARIA C-10
ABRIL,SANTO DOMINGO DE GUZMAN
ABRIL,BARLOVENTO
ABRIL,OLAYA
ABRIL,EL TABOR
ABRIL,ZONA RURAL
ABRIL,BARRIO SANTA CECILIA
ABRIL,BARRIO CENTRO
ABRIL,BARRIO LOS AGUSTINOS
ABRIL,LOS ALAMOS
ABRIL,BARRIO CAMPOHERMOSO
ABRIL,FUNDADORES
ABRIL,SECTOR UNIVERSIDAD DE MANIZALES
ABRIL,LOS ALPES
ABRIL,LA PRIMAVERA
ABRIL,JUAN XXIII
ABRIL,LA CABUYA
ABRIL,EL TRIUNFO
ABRIL,CASIMENA
ABRIL,DALEL BARON
ABRIL,BELLO HORIZONTE
ABRIL,BOYACA
ABRIL,SAN JOAQUIN
ABRIL,TOBIAS DAZA
ABRIL,SAN JOAQUIN
ABRIL,SANTA HELENA
ABRIL,EL DORADO
ABRIL,EL CENTRO
ABRIL,EL COROZITO
ABRIL,SAN DIEGO E-3
ABRIL,SAN VICTORINO E-14
ABRIL,VERAGUAS E-14
ABRIL,TIMIZA CELULA A LOTE RA-2 E-8
ABRIL,SIMON BOLIVAR E-12
ABRIL,ISLA DEL SOL E-6
ABRIL,TORCOROMA E-1
ABRIL,VILLA MAYOR E-18
ABRIL,QUIROGA IHS ETAPA E-18
ABRIL,SANTA BARBARA CENTRAL E-1
ABRIL,LAS NIEVES E-3
ABRIL,VILLA MARIA I E-11
ABRIL,PATIO BONITO I E-8
ABRIL,FONTIBON CENTRO E-9
ABRIL,LA TOSCANA E-11
ABRIL,CHICO II E-2
ABRIL,LAS COLINAS E-18
ABRIL,CASABLANCA I     E-8
ABRIL,FATIMA
ABRIL,CIUDADELA COLSUBSIDIO E-10
ABRIL,EL ESPARTILLAL E-2
ABRIL,MORATO E-11
ABRIL,HORIZONTES E-1
ABRIL,LA ESPERANZA E-7
ABRIL,PUENTE LARGO E-11
ABRIL,CHAPINERO ALTO E-2
ABRIL,CENTRO USME E-5
ABRIL,CHAPINERO CENTRAL E-2
ABRIL,CHAPINERO CENTRAL E-2
ABRIL,SAN BERNARDINO E-7
ABRIL,LA PRIMAVERA NORTE E-16
ABRIL,EL LISTON E-14
ABRIL,LIJACA E-1
ABRIL,VILLA MAYOR E-15
ABRIL,SANTIAGO DE LAS ATALAYAS E-7
ABRIL,BOCHICA E-16
ABRIL,RESTREPO E-15
ABRIL,SAN CRISTOBAL E-4
ABRIL,TINTALITO E-8
ABRIL,CAMPO MADRID
ABRIL,ALCALA  E-11
ABRIL,DIANA TURBAY E-18
ABRIL,LAS MARGARITAS E-8
ABRIL,"LA SOLEDAD, SAN JOSE NORTE E-10"
ABRIL,CENTRO
ABRIL,CENTRO
ABRIL,CENTRO
ABRIL,CENTRO
ABRIL,CENTRO
ABRIL,SANTA LIBRADA
ABRIL,CENTRO
ABRIL,CIUDADELA 29 DE JULIO
ABRIL,VISTA HERMOSA
ABRIL,CIUDADELA 29 DE JULIO
ABRIL,BARZAL ALTO
ABRIL,MARACOS
ABRIL,CANAAN
ABRIL,CENTENARIO
ABRIL,PANAM
ABRIL,PANAM
ABRIL,MOCONDINO
ABRIL,EL PILAR
ABRIL,CHAMBU I
ABRIL,SENDOYA
ABRIL,NAVARRETE
ABRIL,EL EJIDO
ABRIL,BARRIO TOLEDO PLATA
ABRIL,BRISAS DEL MIRADOR
ABRIL,BARRIO PRADOS DEL ESTE
ABRIL,BARRIO QUINTA ORIENTAL
ABRIL,BARRIO SEVILLA
ABRIL,BARRIO CEIBA
ABRIL,BRISAS DEL BARRIO MIRADOR
ABRIL,URBANIZACION TRAPICHES
ABRIL,MIRAFLOREZ
ABRIL,COROCITO
ABRIL,KENNEDY
ABRIL,SECTOR PARQUE LA LIBERTAD
ABRIL,SECTOR PARQUE LA LIBERTAD
ABRIL,SECTOR CENTRO
ABRIL,EL TRAPICHE
ABRIL,EL PARNASO
ABRIL,SAN FRANCISCO
ABRIL,LA VICTORIA
ABRIL,SOTOMAYOR
ABRIL,SOTOMAYOR
ABRIL,SAN ALONSO
ABRIL,SAN ALONSO
ABRIL,CENTRO
ABRIL,SAN FRANCISCO
ABRIL,LA INMACULADA
ABRIL,LA RONDA I
ABRIL,VERSALLES I
ABRIL,CIUDADELA NUEVO GIRON
ABRIL,PORTAL CAMPESTRE
ABRIL,CENTRO
ABRIL,LA BASTILLA
ABRIL,ESTACION
ABRIL,JORDAN IX ETAPA
ABRIL,TULIO VARON
ABRIL,NUEVA TEQUENDAMA E19
ABRIL,SAN NICOLAS E3
ABRIL,EL LIMONAR E17
ABRIL,URB. COLSEGUROS E19
ABRIL,OMAR TORRIJOS E13
ABRIL,ALFONSO LOPEZ I E7
ABRIL,TERRON COLORADO E1
ABRIL,TIERRA BLANCA E20
ABRIL,SAN PEDRO E3
ABRIL,SAN PEDRO CLAVER E11
ABRIL,CENTENARIO E2
ABRIL,PAMPA LINDA E19
ABRIL,SEC LOS MANGOS E19
ABRIL,JORGE ELIECER GAITAN E6
ABRIL,SANTA ELENA E10
ABRIL,LLANO VERDE E15
ABRIL,EL JARDIN E11
ABRIL,EL JARDIN E11
ABRIL,MARIA AUXILIADORA (23-3)
ABRIL,BOLIVAR
ABRIL,SAN VICENTE
ABRIL,PORTAL DE JORDAN E24
ABRIL,JUAN PABLO SEGUNDO
ABRIL,SANTA TERESITA
ABRIL,VILLA CLAUDIA
ABRIL,VIA PALMASECA - ROZO - CERRITO
ABRIL,VIA CENCAR - AEREOPUERTO
ABRIL,EL PALMAR
ABRIL,EL PALMAR
ABRIL,LAS VEGAS
ABRIL,ZONA CENTRO
ABRIL,SAN CAYETANO
ABRIL,LA DALIA
ABRIL,LA CANDELARIA C-10
ABRIL,CAMPO AMOR C-15
ABRIL,CAMPO VALDES 1  C-4
ABRIL,PATIO BONITO C-14
ABRIL,GUAYAQUIL C-10
ABRIL,CERRO EL VOLADOR C-7
ABRIL,LA CANDELARIA C-10
ABRIL,EL RINCON C-16
ABRIL,ESTADIO C-11
ABRIL,LA CANDELARIA C-10
ABRIL,PERPETUO SOCORRO C-10
ABRIL,PRADO C-10
ABRIL,SEVILLA  C-4
ABRIL,EL CHAGUALO C-10
ABRIL,SAN ISIDRO
ABRIL,BRUSELAS
ABRIL,PARQUE DAVID GUARIN
ABRIL,URBANIZACION LA MONTANHA
ABRIL,BARRIO EL POLO
ABRIL,MANZANARES
ABRIL,UNIVERSITARIO
ABRIL,URIBE URIBE
ABRIL,BARRIO LA NIEVES
ABRIL,BARRIO GALERIAS
ABRIL,ALTA SUIZA
ABRIL,CENTRO
ABRIL,EL PROGRESO
ABRIL,EL PROGRESO
ABRIL,PROVIVIENDA
ABRIL,LOS ALAMOS
ABRIL,VARIANTE NORTE
ABRIL,VALENCIA
ABRIL,CENTRO
ABRIL,SAN JOSE
ABRIL,SAN JOSE
ABRIL,CENTRO
ABRIL,LOS CORTIJOS
ABRIL,CASIMIRO MASTRE
ABRIL,CASIMIRO MASTRE
ABRIL,5 DE NOVIEMBRE
ABRIL,LOS CACIQUES
ABRIL,LAS FLORES
ABRIL,LOS ANGELES
ABRIL,LOS ANGELES
ABRIL,PANZENU
ABRIL,COLON
ABRIL,EL POA E-11
ABRIL,LA CALLEJA E-1
ABRIL,POLO OCCIDENTAL E-12
ABRIL,MARTIRES E-14
ABRIL,LAGO GAITAN E-2
ABRIL,BOSQUES DE SAN JORGE E-11
ABRIL,LAS NIEVES E-3
ABRIL,PATIO BONITO I E-8
ABRIL,URB. CLARET EL CARMEN E-6
ABRIL,URB. LA FRAGUITA E-15
ABRIL,LA CASTELLANA E-12
ABRIL,ALMACEN 3 ELEFANTES MODELIA E-9
ABRIL,PATIO BONITO I E-8
ABRIL,SANTA BARBARA CENTRAL E-1
ABRIL,TEUSAQUILLO E-13
ABRIL,OLARTE E-7
ABRIL,BILBAO E-11
ABRIL,QUIROGA IHS ETAPA E-18
ABRIL,BOYACA REAL E-10
ABRIL,MEDITERRANEO E-1
ABRIL,LOS MOLINOS DEL SUR E-18
ABRIL,EL POA E-11
ABRIL,LAS VILLAS I SECTOR E-11
ABRIL,UNIDAD RESIDENCIAL AYACUCHO E-8
ABRIL,EL POA E-11
ABRIL,MARLY E-2
ABRIL,SALAZAR GOMEZ E-16
ABRIL,LA SOLEDAD E-13
ABRIL,BELLAVISTA E-8
ABRIL,SUCRE E-2
ABRIL,CENTRO ADMINISTRATIVO E-17
ABRIL,CHAPINERO CENTRAL E-2
ABRIL,NORMANDIA E-10
ABRIL,SANTA BARBARA E-1
ABRIL,CHAPINERO ALTO E-2
ABRIL,LUNA PARK I SECTOR E-15
ABRIL,GRAN COLOMBIANO E-8
ABRIL,MODELIA E-9
ABRIL,BONANZA E-10
ABRIL,URB. PUENTE ARANDA E-16
ABRIL,SAN VICTORINO E-14
ABRIL,NIZA NORTE E-11
ABRIL,EL VERGEL CHICO E-9
ABRIL,URB. EL BATAN E-11
ABRIL,URB. CARLOS ALBAN HOLGUIN E-7
ABRIL,BUENOS AIRES
ABRIL,LAS VILLAS
ABRIL,VEREDA JERUSALEN
ABRIL,CENTRO
ABRIL,ALTICO
ABRIL,PORVENIR
ABRIL,SOLARTE
ABRIL,VILLA DEL RIO I     (C-1)
ABRIL,SACAPITA
ABRIL,EL PORVENIR
ABRIL,URB. EL MILAGROSO
ABRIL,LOS COCOS
ABRIL,LA ESPERANZA
ABRIL,CENTRO
ABRIL,SIMON BOLIVAR
ABRIL,LEON XIII
ABRIL,CENTRO
ABRIL,CGTO. DE OBONUCO
ABRIL,POTRERILLO
ABRIL,AV. ESTUDIANTES
ABRIL,AV. SANTANDER
ABRIL,NAVARRETE
